FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT
6/21/2023,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1376,GRR,"Grand Rapids, MI",IAH,"Houston, TX",700,654,-6,14,708,819,18,847,837,-10,0,,0,167,163,131,1042,,,,,
4/4/2023,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2776,MSY,"New Orleans, LA",HOU,"Houston, TX",2225,2217,-8,10,2227,2323,4,2340,2327,-13,0,,0,75,70,56,302,,,,,
9/20/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,839,LGA,"New York, NY",STL,"St. Louis, MO",1400,1435,35,11,1446,1546,3,1540,1549,9,0,,0,160,134,120,888,,,,,
1/2/2021,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1081,MDW,"Chicago, IL",CLE,"Cleveland, OH",2040,2045,5,30,2115,2306,4,2255,2310,15,0,,0,75,85,51,307,0,0,15,0,0
11/16/2021,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5241,MDT,"Harrisburg, PA",CLT,"Charlotte, NC",1703,1703,0,13,1716,1819,7,1858,1826,-32,0,,0,115,83,63,413,,,,,
10/29/2020,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5317,DEN,"Denver, CO",OKC,"Oklahoma City, OK",1124,1122,-2,12,1134,1341,3,1409,1344,-25,0,,0,105,82,67,495,,,,,
11/3/2020,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1049,MSP,"Minneapolis, MN",LAX,"Los Angeles, CA",1100,1054,-6,12,1106,1226,7,1250,1233,-17,0,,0,230,219,200,1535,,,,,
8/29/2022,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2824,ATL,"Atlanta, GA",MCO,"Orlando, FL",1725,1724,-1,9,1733,1850,9,1902,1859,-3,0,,0,97,95,77,404,,,,,
2/9/2021,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,969,ATL,"Atlanta, GA",ELP,"El Paso, TX",1110,1104,-6,10,1114,1217,4,1230,1221,-9,0,,0,200,197,183,1282,,,,,
1/28/2022,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,1001,SFO,"San Francisco, CA",DCA,"Washington, DC",800,748,-12,19,807,1632,4,1605,1636,31,0,,0,305,348,325,2442,0,0,31,0,0
7/28/2022,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1333,CLT,"Charlotte, NC",MIA,"Miami, FL",600,,,,,,,756,,,1,B,0,116,,,650,,,,,
6/7/2019,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1210,ATL,"Atlanta, GA",SFO,"San Francisco, CA",1457,1459,2,27,1526,1702,9,1715,1711,-4,0,,0,318,312,276,2139,,,,,
6/24/2021,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,309,JFK,"New York, NY",LAX,"Los Angeles, CA",1545,1544,-1,31,1615,1832,11,1858,1843,-15,0,,0,373,359,317,2475,,,,,
4/28/2022,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5387,STL,"St. Louis, MO",LGA,"New York, NY",1214,1209,-5,8,1217,1509,11,1536,1520,-16,0,,0,142,131,112,888,,,,,
4/15/2020,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5262,CLT,"Charlotte, NC",FNT,"Flint, MI",920,907,-13,18,925,1057,4,1126,1101,-25,0,,0,126,114,92,555,,,,,
9/4/2022,Horizon Air,Horizon Air: QX,QX,19687,2136,SEA,"Seattle, WA",MSO,"Missoula, MT",1610,1610,0,12,1622,1831,4,1838,1835,-3,0,,0,88,85,69,389,,,,,
6/6/2023,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,352,STL,"St. Louis, MO",TPA,"Tampa, FL",1950,2145,115,14,2159,51,5,2305,56,111,0,,0,135,131,112,869,0,0,0,0,111
5/12/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,150,BNA,"Nashville, TN",VPS,"Valparaiso, FL",755,750,-5,15,805,858,6,925,904,-21,0,,0,90,74,53,389,,,,,
9/23/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,383,RSW,"Fort Myers, FL",BWI,"Baltimore, MD",1300,1255,-5,9,1304,1504,3,1525,1507,-18,0,,0,145,132,120,919,,,,,
8/22/2023,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,555,SEA,"Seattle, WA",MSP,"Minneapolis, MN",800,755,-5,24,819,1307,9,1319,1316,-3,0,,0,199,201,168,1399,,,,,
2/18/2020,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2955,AUS,"Austin, TX",MSP,"Minneapolis, MN",610,606,-4,15,621,829,4,852,833,-19,0,,0,162,147,128,1042,,,,,
2/12/2020,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5335,CLT,"Charlotte, NC",ROC,"Rochester, NY",1634,1633,-1,31,1704,1820,7,1830,1827,-3,0,,0,116,114,76,573,,,,,
11/9/2021,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1187,BWI,"Baltimore, MD",PIT,"Pittsburgh, PA",2100,2058,-2,14,2112,2150,6,2205,2156,-9,0,,0,65,58,38,210,,,,,
4/2/2020,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1683,PHL,"Philadelphia, PA",AUS,"Austin, TX",840,830,-10,20,850,1122,10,1151,1132,-19,0,,0,251,242,212,1430,,,,,
7/14/2023,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,290,DTW,"Detroit, MI",MDW,"Chicago, IL",1110,1111,1,8,1119,1101,4,1115,1105,-10,0,,0,65,54,42,228,,,,,
7/16/2020,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,6057,IAD,"Washington, DC",JAX,"Jacksonville, FL",1800,1757,-3,29,1826,1953,3,2001,1956,-5,0,,0,121,119,87,630,,,,,
7/7/2019,Envoy Air,Envoy Air: MQ,MQ,20398,3880,ORD,"Chicago, IL",ELP,"El Paso, TX",1000,1009,9,19,1028,1208,3,1214,1211,-3,0,,0,194,182,160,1236,,,,,
3/4/2020,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,888,ORD,"Chicago, IL",RSW,"Fort Myers, FL",840,836,-4,36,912,1250,3,1238,1253,15,0,,0,178,197,158,1120,0,0,15,0,0
10/13/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2839,MDW,"Chicago, IL",CVG,"Cincinnati, OH",910,918,8,10,928,1111,5,1120,1116,-4,0,,0,70,58,43,249,,,,,
7/14/2019,Envoy Air,Envoy Air: MQ,MQ,20398,3767,DFW,"Dallas/Fort Worth, TX",SGF,"Springfield, MO",1440,1456,16,24,1520,1618,4,1604,1622,18,0,,0,84,86,58,364,16,0,2,0,0
10/3/2022,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5688,DEN,"Denver, CO",BOI,"Boise, ID",1612,1612,0,24,1636,1810,5,1814,1815,1,0,,0,122,123,94,649,,,,,
1/18/2023,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2927,DFW,"Dallas/Fort Worth, TX",TUS,"Tucson, AZ",1027,1105,38,21,1126,1234,4,1154,1238,44,0,,0,147,153,128,813,36,0,6,0,2
1/23/2022,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1240,IAD,"Washington, DC",MSY,"New Orleans, LA",1058,1051,-7,24,1115,1241,4,1250,1245,-5,0,,0,172,174,146,955,,,,,
11/13/2019,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,545,CLT,"Charlotte, NC",DCA,"Washington, DC",2024,2022,-2,17,2039,2127,9,2152,2136,-16,0,,0,88,74,48,331,,,,,
11/21/2020,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4973,DLH,"Duluth, MN",MSP,"Minneapolis, MN",600,557,-3,17,614,647,4,711,651,-20,0,,0,71,54,33,144,,,,,
6/29/2020,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1911,RIC,"Richmond, VA",CLT,"Charlotte, NC",637,632,-5,14,646,728,5,757,733,-24,0,,0,80,61,42,257,,,,,
7/9/2020,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5814,RNO,"Reno, NV",SFO,"San Francisco, CA",1558,1550,-8,13,1603,1649,6,1705,1655,-10,0,,0,67,65,46,192,,,,,
8/9/2019,JetBlue Airways,JetBlue Airways: B6,B6,20409,54,PBI,"West Palm Beach/Palm Beach, FL",JFK,"New York, NY",745,747,2,33,820,1039,10,1036,1049,13,0,,0,171,182,139,1028,,,,,
3/4/2022,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5107,LGA,"New York, NY",CLT,"Charlotte, NC",2035,2053,18,14,2107,2228,2,2250,2230,-20,0,,0,135,97,81,544,,,,,
12/15/2020,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2589,SEA,"Seattle, WA",MDW,"Chicago, IL",625,624,-1,12,636,1206,3,1225,1209,-16,0,,0,240,225,210,1733,,,,,
6/6/2019,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1897,PHL,"Philadelphia, PA",FLL,"Fort Lauderdale, FL",805,808,3,32,840,1100,7,1055,1107,12,0,,0,170,179,140,992,,,,,
4/2/2021,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1234,RDU,"Raleigh/Durham, NC",FLL,"Fort Lauderdale, FL",1630,1627,-3,9,1636,1812,5,1832,1817,-15,0,,0,122,110,96,680,,,,,
2/16/2020,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3763,BWI,"Baltimore, MD",TPA,"Tampa, FL",625,626,1,16,642,851,2,900,853,-7,0,,0,155,147,129,842,,,,,
3/18/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1217,LAS,"Las Vegas, NV",ONT,"Ontario, CA",1040,1035,-5,8,1043,1118,4,1145,1122,-23,0,,0,65,47,35,197,,,,,
10/6/2019,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3578,MSP,"Minneapolis, MN",RST,"Rochester, MN",1125,1129,4,17,1146,1204,7,1219,1211,-8,0,,0,54,42,18,76,,,,,
3/31/2019,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2543,ATL,"Atlanta, GA",RSW,"Fort Myers, FL",1710,1707,-3,19,1726,1845,5,1853,1850,-3,0,,0,103,103,79,515,,,,,
5/28/2019,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4098,SLC,"Salt Lake City, UT",OMA,"Omaha, NE",1345,1342,-3,12,1354,1651,3,1707,1654,-13,0,,0,142,132,117,840,,,,,
9/4/2022,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2665,PHX,"Phoenix, AZ",FAT,"Fresno, CA",1416,1415,-1,16,1431,1545,5,1557,1550,-7,0,,0,101,95,74,493,,,,,
3/11/2021,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2274,EWR,"Newark, NJ",RSW,"Fort Myers, FL",755,750,-5,12,802,1030,5,1101,1035,-26,0,,0,186,165,148,1068,,,,,
5/14/2023,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2045,DAL,"Dallas, TX",IND,"Indianapolis, IN",930,953,23,12,1005,1240,5,1235,1245,10,0,,0,125,112,95,755,,,,,
8/3/2019,Republic Airline,Republic Airline: YX,YX,20452,5982,JFK,"New York, NY",CMH,"Columbus, OH",940,932,-8,26,958,1107,13,1134,1120,-14,0,,0,114,108,69,483,,,,,
6/3/2020,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5124,CHO,"Charlottesville, VA",CLT,"Charlotte, NC",1756,1912,76,13,1925,2005,6,1915,2011,56,0,,0,79,59,40,245,0,0,0,0,56
6/6/2019,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,2304,CLE,"Cleveland, OH",MCO,"Orlando, FL",1947,1947,0,14,2001,2201,12,2216,2213,-3,0,,0,149,146,120,895,,,,,
3/11/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,503,MCI,"Kansas City, MO",FLL,"Fort Lauderdale, FL",1955,1954,-1,10,2004,2327,4,2350,2331,-19,0,,0,175,157,143,1242,,,,,
6/24/2020,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2524,MIA,"Miami, FL",DFW,"Dallas/Fort Worth, TX",1940,1933,-7,19,1952,2119,3,2147,2122,-25,0,,0,187,169,147,1121,,,,,
11/15/2022,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2752,DFW,"Dallas/Fort Worth, TX",DCA,"Washington, DC",1918,1916,-2,24,1940,2251,4,2304,2255,-9,0,,0,166,159,131,1192,,,,,
3/23/2019,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5280,AVP,"Scranton/Wilkes-Barre, PA",CLT,"Charlotte, NC",1841,1850,9,10,1900,2029,30,2050,2059,9,0,,0,129,129,89,509,,,,,
6/28/2021,Republic Airline,Republic Airline: YX,YX,20452,3617,ORD,"Chicago, IL",ABQ,"Albuquerque, NM",915,914,-1,23,937,1123,6,1132,1129,-3,0,,0,197,195,166,1118,,,,,
7/9/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,440,DEN,"Denver, CO",BOI,"Boise, ID",1250,1315,25,14,1329,1501,4,1440,1505,25,0,,0,110,110,92,649,17,0,0,0,8
6/30/2020,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1432,MSY,"New Orleans, LA",FLL,"Fort Lauderdale, FL",1325,1345,20,8,1353,1624,3,1625,1627,2,0,,0,120,102,91,674,,,,,
7/17/2021,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5469,SFO,"San Francisco, CA",RNO,"Reno, NV",1340,1630,170,12,1642,1717,5,1446,1722,156,0,,0,66,52,35,192,156,0,0,0,0
2/27/2020,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3844,AVP,"Scranton/Wilkes-Barre, PA",DTW,"Detroit, MI",550,546,-4,50,636,743,9,750,752,2,0,,0,120,126,67,399,,,,,
3/5/2019,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1642,DAL,"Dallas, TX",IND,"Indianapolis, IN",1540,1550,10,6,1556,1835,3,1840,1838,-2,0,,0,120,108,99,755,,,,,
4/28/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2636,KOA,"Kona, HI",OAK,"Oakland, CA",1055,1052,-3,10,1102,1837,5,1900,1842,-18,0,,0,305,290,275,2378,,,,,
8/18/2020,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5139,CRW,"Charleston/Dunbar, WV",CLT,"Charlotte, NC",1607,1601,-6,15,1616,1704,5,1716,1709,-7,0,,0,69,68,48,221,,,,,
1/14/2019,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1278,LAX,"Los Angeles, CA",MCI,"Kansas City, MO",930,930,0,23,953,1432,9,1454,1441,-13,0,,0,204,191,159,1363,,,,,
1/25/2019,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2062,DCA,"Washington, DC",MSP,"Minneapolis, MN",1125,1126,1,11,1137,1254,3,1311,1257,-14,0,,0,166,151,137,931,,,,,
3/20/2020,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5213,DCA,"Washington, DC",CHS,"Charleston, SC",1157,1401,124,15,1416,1529,3,1339,1532,113,0,,0,102,91,73,444,0,0,0,0,113
7/2/2022,Envoy Air,Envoy Air: MQ,MQ,20398,3935,RST,"Rochester, MN",ORD,"Chicago, IL",604,558,-6,11,609,654,10,724,704,-20,0,,0,80,66,45,268,,,,,
7/24/2023,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5509,ORF,"Norfolk, VA",DCA,"Washington, DC",1007,955,-12,19,1014,1053,4,1112,1057,-15,0,,0,65,62,39,142,,,,,
7/13/2021,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1384,LAS,"Las Vegas, NV",MSP,"Minneapolis, MN",620,628,8,15,643,1122,7,1127,1129,2,0,,0,187,181,159,1299,,,,,
7/18/2021,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5349,ACV,"Arcata/Eureka, CA",SFO,"San Francisco, CA",1028,1026,-2,17,1043,1132,3,1132,1135,3,0,,0,64,69,49,250,,,,,
3/16/2020,JetBlue Airways,JetBlue Airways: B6,B6,20409,883,JFK,"New York, NY",MCO,"Orlando, FL",1641,1637,-4,28,1705,1915,8,1945,1923,-22,0,,0,184,166,130,944,,,,,
2/1/2023,Republic Airline,Republic Airline: YX,YX,20452,3659,EWR,"Newark, NJ",EYW,"Key West, FL",1330,1325,-5,20,1345,1658,6,1701,1704,3,0,,0,211,219,193,1196,,,,,
5/9/2023,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,1166,MCO,"Orlando, FL",PHL,"Philadelphia, PA",1155,1151,-4,19,1210,1409,10,1430,1419,-11,0,,0,155,148,119,861,,,,,
3/15/2019,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1908,LGA,"New York, NY",DTW,"Detroit, MI",2045,113,268,12,125,244,7,2258,251,233,0,,0,133,98,79,502,17,0,0,0,216
12/11/2019,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,241,BOS,"Boston, MA",LAX,"Los Angeles, CA",1946,1940,-6,27,2007,2309,7,2329,2316,-13,0,,0,403,396,362,2611,,,,,
10/28/2021,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5468,ATL,"Atlanta, GA",BMI,"Bloomington/Normal, IL",2110,2106,-4,29,2135,2144,3,2147,2147,0,0,,0,97,101,69,533,,,,,
2/2/2019,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1365,ATL,"Atlanta, GA",RSW,"Fort Myers, FL",2115,2114,-1,14,2128,2237,6,2257,2243,-14,0,,0,102,89,69,515,,,,,
11/19/2019,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2149,DCA,"Washington, DC",BOS,"Boston, MA",1430,1449,19,27,1516,1612,5,1601,1617,16,0,,0,91,88,56,399,0,0,0,0,16
6/19/2019,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,191,AUS,"Austin, TX",DEN,"Denver, CO",1232,1221,-11,9,1230,1315,12,1353,1327,-26,0,,0,141,126,105,775,,,,,
2/11/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2384,SMF,"Sacramento, CA",STL,"St. Louis, MO",655,656,1,8,704,1212,3,1230,1215,-15,0,,0,215,199,188,1679,,,,,
8/2/2023,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1273,SFO,"San Francisco, CA",OGG,"Kahului, HI",905,920,15,38,958,1139,4,1124,1143,19,0,,0,319,323,281,2338,15,0,4,0,0
2/14/2023,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1943,ATL,"Atlanta, GA",MSY,"New Orleans, LA",1930,1932,2,23,1955,2009,5,2005,2014,9,0,,0,95,102,74,425,,,,,
5/12/2023,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2418,SAV,"Savannah, GA",ATL,"Atlanta, GA",1730,1746,16,12,1758,1853,9,1846,1902,16,0,,0,76,76,55,214,0,0,0,0,16
8/4/2019,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.: HA,HA,19690,1293,HNL,"Honolulu, HI",LIH,"Lihue, HI",2004,1958,-6,12,2010,2031,6,2045,2037,-8,0,,0,41,39,21,102,,,,,
4/29/2022,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,971,LAX,"Los Angeles, CA",DFW,"Dallas/Fort Worth, TX",1130,1130,0,17,1147,1607,14,1625,1621,-4,0,,0,175,171,140,1235,,,,,
11/24/2019,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3454,SEA,"Seattle, WA",BZN,"Bozeman, MT",950,950,0,28,1018,1227,6,1237,1233,-4,0,,0,107,103,69,543,,,,,
9/18/2019,Envoy Air,Envoy Air: MQ,MQ,20398,4003,DFW,"Dallas/Fort Worth, TX",LRD,"Laredo, TX",1434,1430,-4,15,1445,1545,3,1600,1548,-12,0,,0,86,78,60,396,,,,,
6/14/2020,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1330,MSY,"New Orleans, LA",PHX,"Phoenix, AZ",1155,1150,-5,12,1202,1259,13,1320,1312,-8,0,,0,205,202,177,1300,,,,,
5/23/2023,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2503,MIA,"Miami, FL",TPA,"Tampa, FL",1535,1541,6,13,1554,1636,4,1648,1640,-8,0,,0,73,59,42,204,,,,,
2/3/2020,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1389,LGA,"New York, NY",MIA,"Miami, FL",1730,1729,-1,13,1742,2007,4,2058,2011,-47,0,,0,208,162,145,1096,,,,,
2/1/2020,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2722,DAL,"Dallas, TX",LAS,"Las Vegas, NV",1705,1725,20,12,1737,1749,10,1805,1759,-6,0,,0,180,154,132,1067,,,,,
12/3/2020,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,6056,IAD,"Washington, DC",LGA,"New York, NY",1745,1748,3,16,1804,1850,9,1911,1859,-12,0,,0,86,71,46,229,,,,,
12/24/2019,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5163,PIT,"Pittsburgh, PA",LGA,"New York, NY",1218,1521,183,13,1534,1627,4,1350,1631,161,0,,0,92,70,53,335,4,0,0,0,157
12/28/2021,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5330,SFO,"San Francisco, CA",MFR,"Medford, OR",1605,1611,6,16,1627,1732,4,1732,1736,4,0,,0,87,85,65,329,,,,,
8/24/2020,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2004,CLT,"Charlotte, NC",JAX,"Jacksonville, FL",2025,2016,-9,17,2033,2128,6,2145,2134,-11,0,,0,80,78,55,328,,,,,
2/10/2020,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,528,LAS,"Las Vegas, NV",MKE,"Milwaukee, WI",1920,1935,15,15,1950,33,5,35,38,3,0,,0,195,183,163,1524,,,,,
1/27/2021,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1360,MDW,"Chicago, IL",FLL,"Fort Lauderdale, FL",1540,1539,-1,20,1559,1934,4,1940,1938,-2,0,,0,180,179,155,1167,,,,,
3/5/2022,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3491,SLC,"Salt Lake City, UT",PDX,"Portland, OR",625,620,-5,20,640,715,6,733,721,-12,0,,0,128,121,95,630,,,,,
1/22/2020,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1250,ATL,"Atlanta, GA",HSV,"Huntsville, AL",1620,1617,-3,9,1626,1559,5,1618,1604,-14,0,,0,58,47,33,151,,,,,
5/5/2019,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5505,SFO,"San Francisco, CA",SMF,"Sacramento, CA",940,933,-7,20,953,1015,17,1038,1032,-6,0,,0,58,59,22,86,,,,,
11/9/2022,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,684,SEA,"Seattle, WA",RDM,"Bend/Redmond, OR",1125,1122,-3,16,1138,1218,5,1230,1223,-7,0,,0,65,61,40,228,,,,,
9/30/2021,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,1114,TPA,"Tampa, FL",FLL,"Fort Lauderdale, FL",1823,1822,-1,9,1831,1909,8,1932,1917,-15,0,,0,69,55,38,197,,,,,
8/19/2020,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1705,SAN,"San Diego, CA",SMF,"Sacramento, CA",1055,1050,-5,9,1059,1210,5,1230,1215,-15,0,,0,95,85,71,480,,,,,
8/13/2019,Republic Airline,Republic Airline: YX,YX,20452,3649,MKE,"Milwaukee, WI",EWR,"Newark, NJ",2030,2054,24,17,2111,2349,18,2346,7,21,0,,0,136,133,98,725,0,0,0,0,21
11/12/2020,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1207,ATL,"Atlanta, GA",SAT,"San Antonio, TX",1517,1513,-4,10,1523,1631,3,1639,1634,-5,0,,0,142,141,128,874,,,,,
2/19/2020,Republic Airline,Republic Airline: YX,YX,20452,4499,DTW,"Detroit, MI",DCA,"Washington, DC",1118,1107,-11,44,1151,1308,4,1259,1312,13,0,,0,101,125,77,405,,,,,
7/26/2022,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1954,COS,"Colorado Springs, CO",MDW,"Chicago, IL",1215,1211,-4,9,1220,1508,3,1535,1511,-24,0,,0,140,120,108,917,,,,,
8/31/2023,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1850,CLT,"Charlotte, NC",ATL,"Atlanta, GA",1040,1037,-3,12,1049,1132,6,1157,1138,-19,0,,0,77,61,43,226,,,,,
8/28/2023,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2628,ORF,"Norfolk, VA",EWR,"Newark, NJ",1121,1117,-4,10,1127,1218,8,1249,1226,-23,0,,0,88,69,51,284,,,,,
4/24/2022,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2423,MFR,"Medford, OR",SFO,"San Francisco, CA",600,555,-5,12,607,701,5,723,706,-17,0,,0,83,71,54,329,,,,,
2/8/2023,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,418,AUS,"Austin, TX",LAS,"Las Vegas, NV",515,510,-5,12,522,548,3,615,551,-24,0,,0,180,161,146,1090,,,,,
5/16/2020,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2185,CLT,"Charlotte, NC",BWI,"Baltimore, MD",1625,1619,-6,8,1627,1725,4,1757,1729,-28,0,,0,92,70,58,361,,,,,
7/27/2019,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,590,PHX,"Phoenix, AZ",STL,"St. Louis, MO",906,902,-4,21,923,1400,6,1413,1406,-7,0,,0,187,184,157,1262,,,,,
6/24/2023,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4995,DFW,"Dallas/Fort Worth, TX",LAW,"Lawton/Fort Sill, OK",1655,1647,-8,26,1713,1752,4,1755,1756,1,0,,0,60,69,39,140,,,,,
7/27/2023,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1817,MSP,"Minneapolis, MN",BOI,"Boise, ID",850,847,-3,16,903,1043,9,1056,1052,-4,0,,0,186,185,160,1142,,,,,
6/12/2019,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1728,BOS,"Boston, MA",CLT,"Charlotte, NC",1857,1902,5,28,1930,2140,7,2130,2147,17,0,,0,153,165,130,728,5,0,12,0,0
